# Generated by Autoplot on Fri Nov 06 12:43:43 CST 2020
time(UTC), data1(eV), data2(cm), data3
2015-01-01T21:05:00.000Z, -5.057e-25,  41.167, on1
2015-01-01T21:06:00.000Z, -9.678e-25,  41.200, on1
2015-01-01T21:07:00.000Z, -1.252e-24,  41.233, on1
2015-01-01T21:08:00.000Z, -1.363e-24,  41.267, on1
2015-01-01T21:09:00.000Z, -1.321e-24,  41.300, on1
2015-01-01T21:10:00.000Z, -1.158e-24,  41.333, on1
2015-01-01T21:11:00.000Z, -9.121e-25,  41.367, on1
2015-01-01T21:12:00.000Z, -6.217e-25,  41.400, on1
2015-01-01T21:13:00.000Z, -3.233e-25,  41.433, on1
2015-01-01T21:14:00.000Z, -4.749e-26,  41.467, on1
2015-01-01T21:15:00.000Z,  1.830e-25,  41.500, on1
2015-01-01T21:16:00.000Z,  3.540e-25,  41.533, on1
2015-01-01T21:17:00.000Z,  4.596e-25,  41.567, on1
2015-01-01T21:18:00.000Z,  5.013e-25,  41.600, on1
2015-01-01T21:19:00.000Z,  4.866e-25,  41.633, on1
2015-01-01T21:20:00.000Z,  4.272e-25,  41.667, on1
2015-01-01T21:21:00.000Z,  3.370e-25,  41.700, on1
2015-01-01T21:22:00.000Z,  2.303e-25,  41.733, on1
2015-01-01T21:23:00.000Z,  1.205e-25,  41.767, on1
2015-01-01T21:24:00.000Z,  1.883e-26,  41.800, on1
2015-01-01T21:25:00.000Z, -6.626e-26,  41.833, on1
2015-01-01T21:26:00.000Z, -1.295e-25,  41.867, on1
2015-01-01T21:27:00.000Z, -1.687e-25,  41.900, on1
2015-01-01T21:28:00.000Z, -1.843e-25,  41.933, on1
2015-01-01T21:29:00.000Z, -1.792e-25,  41.967, on1
2015-01-01T21:30:00.000Z, -1.576e-25,  42.000, on1
2015-01-01T21:31:00.000Z, -1.245e-25,  42.033, on1
2015-01-01T21:32:00.000Z, -8.529e-26,  42.067, on1
2015-01-01T21:33:00.000Z, -4.488e-26,  42.100, on1
2015-01-01T21:34:00.000Z, -7.411e-27,  42.133, on1
2015-01-01T21:35:00.000Z,  2.400e-26,  42.167, on1
2015-01-01T21:36:00.000Z,  4.738e-26,  42.200, on1
2015-01-01T21:37:00.000Z,  6.192e-26,  42.233, on1
2015-01-01T21:38:00.000Z,  6.779e-26,  42.267, on1
2015-01-01T21:39:00.000Z,  6.600e-26,  42.300, on1
2015-01-01T21:40:00.000Z,  5.811e-26,  42.333, on1
2015-01-01T21:41:00.000Z,  4.599e-26,  42.367, on1
2015-01-01T21:42:00.000Z,  3.158e-26,  42.400, on1
2015-01-01T21:43:00.000Z,  1.671e-26,  42.433, on1
2015-01-01T21:44:00.000Z,  2.899e-27,  42.467, on1
2015-01-01T21:45:00.000Z, -8.691e-27,  42.500, on1
2015-01-01T21:46:00.000Z, -1.734e-26,  42.533, on1
2015-01-01T21:47:00.000Z, -2.273e-26,  42.567, on1
2015-01-01T21:48:00.000Z, -2.493e-26,  42.600, on1
2015-01-01T21:49:00.000Z, -2.431e-26,  42.633, on1
2015-01-01T21:50:00.000Z, -2.143e-26,  42.667, on1
2015-01-01T21:51:00.000Z, -1.698e-26,  42.700, on1
2015-01-01T21:52:00.000Z, -1.169e-26,  42.733, on1
2015-01-01T21:53:00.000Z, -6.215e-27,  42.767, on1
2015-01-01T21:54:00.000Z, -1.128e-27,  42.800, on1
2015-01-01T21:55:00.000Z,  3.149e-27,  42.833, on1
2015-01-01T21:56:00.000Z,  6.344e-27,  42.867, on1
2015-01-01T21:57:00.000Z,  8.343e-27,  42.900, on1
2015-01-01T21:58:00.000Z,  9.168e-27,  42.933, on1
2015-01-01T21:59:00.000Z,  8.950e-27,  42.967, on1
2015-01-01T22:00:00.000Z,  7.900e-27,  43.000, on1
2015-01-01T22:01:00.000Z,  6.271e-27,  43.033, on1
2015-01-01T22:02:00.000Z,  4.326e-27,  43.067, on1
2015-01-01T22:03:00.000Z,  2.311e-27,  43.100, on1
2015-01-01T22:04:00.000Z,  4.367e-28,  43.133, on1
2015-01-01T22:05:00.000Z, -1.141e-27,  43.167, on1
2015-01-01T22:06:00.000Z, -2.322e-27,  43.200, on1
2015-01-01T22:07:00.000Z, -3.063e-27,  43.233, on1
2015-01-01T22:08:00.000Z, -3.371e-27,  43.267, on1
2015-01-01T22:09:00.000Z, -3.296e-27,  43.300, on1
2015-01-01T22:10:00.000Z, -2.912e-27,  43.333, on1
2015-01-01T22:11:00.000Z, -2.315e-27,  43.367, on1
2015-01-01T22:12:00.000Z, -1.600e-27,  43.400, on1
2015-01-01T22:13:00.000Z, -8.592e-28,  43.433, on1
2015-01-01T22:14:00.000Z, -1.685e-28,  43.467, on1
2015-01-01T22:15:00.000Z,  4.136e-28,  43.500, on1
2015-01-01T22:16:00.000Z,  8.499e-28,  43.533, on1
2015-01-01T22:17:00.000Z,  1.124e-27,  43.567, on1
2015-01-01T22:18:00.000Z,  1.240e-27,  43.600, on1
2015-01-01T22:19:00.000Z,  1.213e-27,  43.633, on1
2015-01-01T22:20:00.000Z,  1.074e-27,  43.667, on1
2015-01-01T22:21:00.000Z,  8.546e-28,  43.700, on1
2015-01-01T22:22:00.000Z,  5.920e-28,  43.733, on1
2015-01-01T22:23:00.000Z,  3.192e-28,  43.767, on1
2015-01-01T22:24:00.000Z,  6.476e-29,  43.800, on1
2015-01-01T22:25:00.000Z, -1.499e-28,  43.833, on1
2015-01-01T22:26:00.000Z, -3.111e-28,  43.867, on1
2015-01-01T22:27:00.000Z, -4.128e-28,  43.900, on1
2015-01-01T22:28:00.000Z, -4.559e-28,  43.933, on1
2015-01-01T22:29:00.000Z, -4.468e-28,  43.967, on1
2015-01-01T22:30:00.000Z, -3.958e-28,  44.000, on1
2015-01-01T22:31:00.000Z, -3.154e-28,  44.033, on1
2015-01-01T22:32:00.000Z, -2.189e-28,  44.067, on1
2015-01-01T22:33:00.000Z, -1.186e-28,  44.100, on1
2015-01-01T22:34:00.000Z, -2.482e-29,  44.133, on1
2015-01-01T22:35:00.000Z,  5.436e-29,  44.167, on1
2015-01-01T22:36:00.000Z,  1.139e-28,  44.200, on1
2015-01-01T22:37:00.000Z,  1.516e-28,  44.233, on1
2015-01-01T22:38:00.000Z,  1.677e-28,  44.267, on1
2015-01-01T22:39:00.000Z,  1.645e-28,  44.300, on1
2015-01-01T22:40:00.000Z,  1.459e-28,  44.333, on1
2015-01-01T22:41:00.000Z,  1.164e-28,  44.367, on1
2015-01-01T22:42:00.000Z,  8.095e-29,  44.400, on1
2015-01-01T22:43:00.000Z,  4.402e-29,  44.433, on1
2015-01-01T22:44:00.000Z,  9.486e-30,  44.467, on1
2015-01-01T22:45:00.000Z, -1.972e-29,  44.500, on1
2015-01-01T22:46:00.000Z, -4.171e-29,  44.533, on1
2015-01-01T22:47:00.000Z, -5.565e-29,  44.567, on1
2015-01-01T22:48:00.000Z, -6.165e-29,  44.600, on1
2015-01-01T22:49:00.000Z, -6.056e-29,  44.633, on1
2015-01-01T22:50:00.000Z, -5.376e-29,  44.667, on1
2015-01-01T22:51:00.000Z, -4.296e-29,  44.700, on1
2015-01-01T22:52:00.000Z, -2.992e-29,  44.733, on1
2015-01-01T22:53:00.000Z, -1.634e-29,  44.767, on1
2015-01-01T22:54:00.000Z, -3.616e-30,  44.800, on1
2015-01-01T22:55:00.000Z,  7.152e-30,  44.833, on1
2015-01-01T22:56:00.000Z,  1.527e-29,  44.867, on1
2015-01-01T22:57:00.000Z,  2.044e-29,  44.900, on1
2015-01-01T22:58:00.000Z,  2.267e-29,  44.933, on1
2015-01-01T22:59:00.000Z,  2.229e-29,  44.967, on1
2015-01-01T23:00:00.000Z,  1.981e-29,  45.000, on1
2015-01-01T23:01:00.000Z,  1.585e-29,  45.033, on1
2015-01-01T23:02:00.000Z,  1.106e-29,  45.067, on1
2015-01-01T23:03:00.000Z,  6.061e-30,  45.100, on1
2015-01-01T23:04:00.000Z,  1.376e-30,  45.133, on1
2015-01-01T23:05:00.000Z, -2.595e-30,  45.167, on1
2015-01-01T23:06:00.000Z, -5.593e-30,  45.200, on1
2015-01-01T23:07:00.000Z, -7.504e-30,  45.233, on1
2015-01-01T23:08:00.000Z, -8.337e-30,  45.267, on1
2015-01-01T23:09:00.000Z, -8.207e-30,  45.300, on1
2015-01-01T23:10:00.000Z, -7.301e-30,  45.333, on1
2015-01-01T23:11:00.000Z, -5.848e-30,  45.367, on1
2015-01-01T23:12:00.000Z, -4.087e-30,  45.400, on1
2015-01-01T23:13:00.000Z, -2.248e-30,  45.433, on1
2015-01-01T23:14:00.000Z, -5.223e-31,  45.467, on1
2015-01-01T23:15:00.000Z,  9.416e-31,  45.500, on1
2015-01-01T23:16:00.000Z,  2.049e-30,  45.533, on1
2015-01-01T23:17:00.000Z,  2.756e-30,  45.567, on1
2015-01-01T23:18:00.000Z,  3.066e-30,  45.600, on1
2015-01-01T23:19:00.000Z,  3.021e-30,  45.633, on1
2015-01-01T23:20:00.000Z,  2.690e-30,  45.667, on1
2015-01-01T23:21:00.000Z,  2.157e-30,  45.700, on1
2015-01-01T23:22:00.000Z,  1.510e-30,  45.733, on1
2015-01-01T23:23:00.000Z,  8.335e-31,  45.767, on1
2015-01-01T23:24:00.000Z,  1.980e-31,  45.800, on1
2015-01-01T23:25:00.000Z, -3.417e-31,  45.833, on1
2015-01-01T23:26:00.000Z, -7.504e-31,  45.867, on1
2015-01-01T23:27:00.000Z, -1.012e-30,  45.900, on1
2015-01-01T23:28:00.000Z, -1.127e-30,  45.933, on1
2015-01-01T23:29:00.000Z, -1.112e-30,  45.967, on1
2015-01-01T23:30:00.000Z, -9.913e-31,  46.000, on1
2015-01-01T23:31:00.000Z, -7.957e-31,  46.033, on1
2015-01-01T23:32:00.000Z, -5.580e-31,  46.067, on1
2015-01-01T23:33:00.000Z, -3.089e-31,  46.100, on1
2015-01-01T23:34:00.000Z, -7.490e-32,  46.133, on1
2015-01-01T23:35:00.000Z,  1.241e-31,  46.167, on1
2015-01-01T23:36:00.000Z,  2.749e-31,  46.200, on1
2015-01-01T23:37:00.000Z,  3.716e-31,  46.233, on1
2015-01-01T23:38:00.000Z,  4.146e-31,  46.267, on1
2015-01-01T23:39:00.000Z,  4.094e-31,  46.300, on1
2015-01-01T23:40:00.000Z,  3.652e-31,  46.333, on1
2015-01-01T23:41:00.000Z,  2.935e-31,  46.367, on1
2015-01-01T23:42:00.000Z,  2.061e-31,  46.400, on1
2015-01-01T23:43:00.000Z,  1.145e-31,  46.433, on1
2015-01-01T23:44:00.000Z,  2.830e-32,  46.467, on1
2015-01-01T23:45:00.000Z, -4.504e-32,  46.500, on1
2015-01-01T23:46:00.000Z, -1.007e-31,  46.533, on1
2015-01-01T23:47:00.000Z, -1.365e-31,  46.567, on1
2015-01-01T23:48:00.000Z, -1.525e-31,  46.600, on1
2015-01-01T23:49:00.000Z, -1.507e-31,  46.633, on1
2015-01-01T23:50:00.000Z, -1.346e-31,  46.667, on1
2015-01-01T23:51:00.000Z, -1.082e-31,  46.700, on1
2015-01-01T23:52:00.000Z, -7.613e-32,  46.733, on1
2015-01-01T23:53:00.000Z, -4.242e-32,  46.767, on1
2015-01-01T23:54:00.000Z, -1.068e-32,  46.800, on1
2015-01-01T23:55:00.000Z,  1.636e-32,  46.833, on1
2015-01-01T23:56:00.000Z,  3.690e-32,  46.867, on1
2015-01-01T23:57:00.000Z,  5.012e-32,  46.900, on1
2015-01-01T23:58:00.000Z,  5.607e-32,  46.933, on1
2015-01-01T23:59:00.000Z,  5.547e-32,  46.967, on1
